,Position,Skipper,Bateau,Foil,Vitesse nds,Vitesse kmh,VMG,Lat,Long,Dist au premier nm,Dist au premier km,Dist a arrivee nm,Dist a arrivee km,percent classement,Date,Latitude,Longitude
19,20,Stephane Le Diraison,TIME FOR OCEANS,1,8.88,16.45,8.73,25° 15'35'' N,27° 31'5'' O,710.08,1315.07,22721.0,42079.29,6.5,2020-11-16 14:00:00,25.2597,-27.5181
20,21,Pip Hare,MEDALLIA,0,4.0,7.41,3.37,26° 45'57'' N,23° 43'15'' O,795.18,1472.67,22806.1,42236.9,6.1,2020-11-16 14:00:00,26.7658,-23.7208
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,3.06,5.67,3.02,27° 2'6'' N,24° 0'22'' O,810.66,1501.34,22821.5,42265.42,6.1,2020-11-16 14:00:00,27.035,-24.0061
22,23,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,1.59,2.94,1.59,27° 14'45'' N,26° 46'49'' O,825.53,1528.88,22836.4,42293.01,6.0,2020-11-16 14:00:00,27.2458,-26.7803
23,24,Manuel Cousin,GROUPE SÉTIN,0,2.18,4.04,2.17,27° 33'23'' N,23° 30'14'' O,843.19,1561.59,22854.1,42325.79,5.9,2020-11-16 14:00:00,27.5564,-23.5039
24,25,Kojiro Shiraishi,DMG MORI Global One,1,1.37,2.54,0.67,27° 41'42'' N,22° 18'32'' O,856.48,1586.2,22867.4,42350.42,5.9,2020-11-16 14:00:00,27.695,-22.3089
25,26,Armel Tripon,L'OCCITANE EN PROVENCE,1,2.42,4.48,1.99,29° 33'5'' N,19° 22'27'' O,989.75,1833.02,23000.6,42597.11,5.3,2020-11-16 14:00:00,29.5514,-19.3742
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,4.27,7.91,4.24,30° 8'31'' N,21° 53'16'' O,1004.9,1861.07,23015.8,42625.26,5.3,2020-11-16 14:00:00,30.1419,-21.8878
27,28,Ari Huusela,STARK,0,2.68,4.96,2.19,30° 13'2'' N,21° 30'49'' O,1011.62,1873.52,23022.5,42637.67,5.2,2020-11-16 14:00:00,30.2172,-21.5136
28,29,Alexia Barrier,4MYPLANET,0,5.93,10.98,4.48,30° 34'17'' N,21° 17'36'' O,1034.12,1915.19,23045.0,42679.34,5.1,2020-11-16 14:00:00,30.5714,-21.2933
29,30,Sebastien Destremau,MERCI,0,8.21,15.2,8.17,31° 30'26'' N,20° 10'32'' O,1097.95,2033.4,23108.8,42797.5,4.9,2020-11-16 14:00:00,31.5072,-20.1756
30,31,Clement Giraud,Compagnie du Lit / Jiliti,0,5.19,9.61,5.03,31° 34'42'' N,20° 32'2'' O,1099.36,2036.01,23110.2,42800.09,4.9,2020-11-16 14:00:00,31.5783,-20.5339
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,14.14,26.19,13.2,34° 58'43'' N,18° 34'27'' O,1317.28,2439.6,23328.2,43203.83,4.0,2020-11-16 14:00:00,34.9786,-18.5742
32,33,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,2234.39,4138.09,24245.3,44902.3,0.2,2020-11-16 14:00:00,46.5017,-1.7908
0,1,Alex Thomson,HUGO BOSS,1,20.13,37.28,19.84,13° 56'21'' N,29° 44'26'' O,0.0,0.0,22071.2,40875.86,9.2,2020-11-16 11:00:00,13.9392,-29.7406
1,2,Jean Le Cam,Yes We Cam!,0,18.68,34.6,18.28,15° 36'38'' N,28° 34'34'' O,85.41,158.18,22156.7,41034.21,8.8,2020-11-16 11:00:00,15.6106,-28.5761
2,3,Thomas Ruyant,LinkedOut,1,22.43,41.54,21.91,15° 57'47'' N,29° 50'46'' O,120.18,222.57,22191.4,41098.47,8.7,2020-11-16 11:00:00,15.9631,-29.8461
3,4,Charlie Dalin,APIVIA,1,22.54,41.74,22.11,16° 51'19'' N,29° 34'29'' O,169.58,314.06,22240.8,41189.96,8.5,2020-11-16 11:00:00,16.8553,-29.5747
4,5,Kevin Escoffier,PRB,1,19.62,36.34,18.73,17° 17'2'' N,28° 9'8'' O,180.2,333.73,22251.4,41209.59,8.4,2020-11-16 11:00:00,17.2839,-28.1522
5,6,Benjamin Dutreux,OMIA - WATER FAMILY,0,18.54,34.34,17.74,18° 1'20'' N,28° 35'46'' O,228.17,422.57,22299.4,41298.49,8.2,2020-11-16 11:00:00,18.0222,-28.5961
6,7,Louis Burton,BUREAU VALLEE 2,1,19.54,36.19,18.07,18° 28'5'' N,28° 58'33'' O,258.33,478.43,22329.6,41354.42,8.1,2020-11-16 11:00:00,18.4681,-28.9758
7,8,Damien Seguin,GROUPE APICIL,0,17.06,31.6,16.75,18° 55'21'' N,27° 52'12'' O,274.72,508.78,22346.0,41384.79,8.0,2020-11-16 11:00:00,18.9225,-27.87
8,9,Samantha Davies,INITIATIVES-COEUR,1,20.08,37.19,19.51,18° 37'17'' N,29° 45'19'' O,275.61,510.43,22346.9,41386.46,8.0,2020-11-16 11:00:00,18.6214,-29.7553
9,10,Yannick Bestaven,Maître CoQ IV,1,18.14,33.6,18.02,18° 54'31'' N,28° 15'42'' O,277.44,513.82,22348.7,41389.79,8.0,2020-11-16 11:00:00,18.9086,-28.2617
10,11,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,19.27,35.69,18.77,18° 52'31'' N,29° 37'38'' O,289.18,535.56,22360.4,41411.46,8.0,2020-11-16 11:00:00,18.8753,-29.6272
11,12,Nicolas Troussel,CORUM L'EPARGNE,1,0.65,1.2,0.42,19° 27'23'' N,28° 55'40'' O,316.24,585.68,22387.5,41461.65,7.9,2020-11-16 11:00:00,19.4564,-28.9278
12,13,Sebastien Simon,ARKEA PAPREC,1,20.87,38.65,20.76,20° 36'9'' N,27° 48'23'' O,373.99,692.63,22445.2,41568.51,7.6,2020-11-16 11:00:00,20.6025,-27.8064
13,14,Romain Attanasio,PURE - Best Western®,0,16.03,29.69,15.96,21° 20'59'' N,27° 40'33'' O,417.5,773.21,22488.8,41649.26,7.4,2020-11-16 11:00:00,21.3497,-27.6758
14,15,Maxime Sorel,V and B-MAYENNE,0,14.93,27.65,13.7,21° 29'58'' N,29° 22'31'' O,441.43,817.53,22512.7,41693.52,7.3,2020-11-16 11:00:00,21.4994,-29.3753
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,12.32,22.82,11.5,22° 39'31'' N,29° 43'15'' O,513.35,950.72,22584.6,41826.68,7.0,2020-11-16 11:00:00,22.6586,-29.7208
16,17,Isabelle Joschke,MACSF,1,12.37,22.91,12.29,23° 50'26'' N,26° 5'53'' O,558.91,1035.1,22630.2,41911.13,6.9,2020-11-16 11:00:00,23.8406,-26.0981
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,11.81,21.87,11.53,23° 55'17'' N,27° 56'17'' O,572.5,1060.27,22643.7,41936.13,6.8,2020-11-16 11:00:00,23.9214,-27.9381
18,19,Alan Roura,LA FABRIQUE,1,11.28,20.89,10.64,24° 13'12'' N,28° 36'18'' O,595.32,1102.53,22666.6,41978.54,6.7,2020-11-16 11:00:00,24.22,-28.605
19,20,Stephane Le Diraison,TIME FOR OCEANS,1,6.36,11.78,6.24,25° 42'7'' N,27° 28'40'' O,675.91,1251.79,22747.2,42127.81,6.4,2020-11-16 11:00:00,25.7019,-27.4778
20,21,Pip Hare,MEDALLIA,0,2.64,4.89,2.42,26° 55'41'' N,23° 35'23'' O,744.92,1379.59,22816.2,42255.6,6.1,2020-11-16 11:00:00,26.9281,-23.5897
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,2.31,4.28,2.31,27° 11'6'' N,23° 58'23'' O,759.36,1406.33,22830.6,42282.27,6.0,2020-11-16 11:00:00,27.185,-23.9731
22,23,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,2.0,3.7,1.96,27° 19'30'' N,26° 47'16'' O,769.94,1425.93,22841.2,42301.9,6.0,2020-11-16 11:00:00,27.325,-26.7878
23,24,Manuel Cousin,GROUPE SÉTIN,0,1.82,3.37,1.72,27° 39'55'' N,23° 30'27'' O,789.34,1461.86,22860.6,42337.83,5.9,2020-11-16 11:00:00,27.6653,-23.5075
24,25,Kojiro Shiraishi,DMG MORI Global One,1,1.38,2.56,1.16,27° 43'19'' N,22° 14'15'' O,798.11,1478.1,22869.4,42354.13,5.9,2020-11-16 11:00:00,27.7219,-22.2375
25,26,Armel Tripon,L'OCCITANE EN PROVENCE,1,7.65,14.17,7.64,29° 39'44'' N,19° 25'47'' O,935.34,1732.25,23006.6,42608.22,5.3,2020-11-16 11:00:00,29.6622,-19.4297
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,7.48,13.85,6.58,30° 20'59'' N,21° 49'58'' O,957.25,1772.83,23028.5,42648.78,5.2,2020-11-16 11:00:00,30.3497,-21.8328
27,28,Ari Huusela,STARK,0,5.71,10.57,5.67,30° 18'58'' N,21° 24'32'' O,957.8,1773.85,23029.1,42649.89,5.2,2020-11-16 11:00:00,30.3161,-21.4089
28,29,Alexia Barrier,4MYPLANET,0,9.21,17.06,8.03,30° 46'2'' N,21° 2'4'' O,987.15,1828.2,23058.4,42704.16,5.1,2020-11-16 11:00:00,30.7672,-21.0344
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,9.91,18.35,9.33,31° 49'3'' N,20° 24'60'' O,1054.09,1952.17,23125.3,42828.06,4.8,2020-11-16 11:00:00,31.8175,-20.4167
30,31,Sebastien Destremau,MERCI,0,9.41,17.43,8.93,31° 55'1'' N,20° 8'50'' O,1062.1,1967.01,23133.3,42842.87,4.8,2020-11-16 11:00:00,31.9169,-20.1472
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,12.09,22.39,11.9,35° 34'21'' N,18° 6'20'' O,1296.41,2400.95,23367.7,43276.98,3.8,2020-11-16 11:00:00,35.5725,-18.1056
32,33,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,2174.02,4026.29,24245.3,44902.3,0.2,2020-11-16 11:00:00,46.5017,-1.7908
0,1,Alex Thomson,HUGO BOSS,1,19.29,35.73,19.18,14° 56'41'' N,29° 46'35'' O,0.0,0.0,22130.7,40986.06,8.9,2020-11-16 08:00:00,14.9447,-29.7764
1,2,Jean Le Cam,Yes We Cam!,0,17.98,33.3,17.7,16° 32'37'' N,28° 32'40'' O,80.73,149.51,22211.5,41135.7,8.6,2020-11-16 08:00:00,16.5436,-28.5444
2,3,Thomas Ruyant,LinkedOut,1,20.25,37.5,19.97,17° 5'2'' N,29° 49'43'' O,126.4,234.09,22257.2,41220.33,8.4,2020-11-16 08:00:00,17.0839,-29.8286
3,4,Charlie Dalin,APIVIA,1,21.27,39.39,21.06,17° 58'53'' N,29° 34'12'' O,176.38,326.66,22307.1,41312.75,8.2,2020-11-16 08:00:00,17.9814,-29.57
4,5,Kevin Escoffier,PRB,1,19.72,36.52,19.08,18° 15'16'' N,28° 0'21'' O,176.83,327.49,22307.6,41313.68,8.2,2020-11-16 08:00:00,18.2544,-28.0058
5,6,Benjamin Dutreux,OMIA - WATER FAMILY,0,17.53,32.47,17.24,18° 56'28'' N,28° 28'17'' O,221.84,410.85,22352.6,41397.02,8.0,2020-11-16 08:00:00,18.9411,-28.4714
6,7,Louis Burton,BUREAU VALLEE 2,1,19.55,36.21,18.34,19° 25'17'' N,28° 45'7'' O,252.96,468.48,22383.7,41454.61,7.9,2020-11-16 08:00:00,19.4214,-28.7519
7,8,Nicolas Troussel,CORUM L'EPARGNE,1,19.15,35.47,18.88,19° 26'13'' N,28° 53'36'' O,255.27,472.76,22386.0,41458.87,7.9,2020-11-16 08:00:00,19.4369,-28.8933
8,9,Damien Seguin,GROUPE APICIL,0,17.68,32.74,17.55,19° 46'27'' N,27° 49'44'' O,265.45,491.61,22396.2,41477.76,7.8,2020-11-16 08:00:00,19.7742,-27.8289
9,10,Yannick Bestaven,Maître CoQ IV,1,19.04,35.26,19.01,19° 48'50'' N,28° 18'24'' O,271.99,503.73,22402.7,41489.8,7.8,2020-11-16 08:00:00,19.8139,-28.3067
10,11,Samantha Davies,INITIATIVES-COEUR,1,19.73,36.54,19.46,19° 37'24'' N,29° 42'15'' O,274.61,508.58,22405.3,41494.62,7.8,2020-11-16 08:00:00,19.6233,-29.7042
11,12,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,18.59,34.43,18.39,19° 50'15'' N,29° 35'3'' O,285.97,529.62,22416.7,41515.73,7.7,2020-11-16 08:00:00,19.8375,-29.5842
12,13,Sebastien Simon,ARKEA PAPREC,1,20.24,37.48,19.87,21° 38'41'' N,27° 50'19'' O,376.75,697.74,22507.5,41683.89,7.4,2020-11-16 08:00:00,21.6447,-27.8386
13,14,Romain Attanasio,PURE - Best Western®,0,14.79,27.39,14.47,22° 9'1'' N,27° 42'22'' O,405.89,751.71,22536.6,41737.78,7.2,2020-11-16 08:00:00,22.1503,-27.7061
14,15,Maxime Sorel,V and B-MAYENNE,0,15.12,28.0,13.57,22° 13'29'' N,29° 11'16'' O,422.97,783.34,22553.7,41769.45,7.2,2020-11-16 08:00:00,22.2247,-29.1878
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,12.96,24.0,12.47,23° 15'48'' N,29° 35'49'' O,488.34,904.41,22619.1,41890.57,6.9,2020-11-16 08:00:00,23.2633,-29.5969
16,17,Isabelle Joschke,MACSF,1,11.04,20.45,10.51,24° 27'25'' N,26° 2'58'' O,536.27,993.17,22667.0,41979.28,6.7,2020-11-16 08:00:00,24.4569,-26.0494
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,10.78,19.96,10.56,24° 30'32'' N,27° 52'30'' O,547.58,1014.12,22678.3,42000.21,6.7,2020-11-16 08:00:00,24.5089,-27.875
18,19,Alan Roura,LA FABRIQUE,1,10.33,19.13,9.25,24° 46'22'' N,28° 29'4'' O,567.68,1051.34,22698.4,42037.44,6.6,2020-11-16 08:00:00,24.7728,-28.4844
19,20,Stephane Le Diraison,TIME FOR OCEANS,1,6.31,11.69,6.3,26° 1'6'' N,27° 26'33'' O,635.13,1176.26,22765.9,42162.45,6.3,2020-11-16 08:00:00,26.0183,-27.4425
20,21,Pip Hare,MEDALLIA,0,2.25,4.17,2.04,27° 2'44'' N,23° 31'23'' O,692.66,1282.81,22823.4,42268.94,6.1,2020-11-16 08:00:00,27.0456,-23.5231
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,1.4,2.59,1.37,27° 18'2'' N,23° 58'5'' O,706.8,1308.99,22837.6,42295.24,6.0,2020-11-16 08:00:00,27.3006,-23.9681
22,23,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,1.44,2.67,1.39,27° 25'18'' N,26° 48'60'' O,716.32,1326.62,22847.1,42312.83,6.0,2020-11-16 08:00:00,27.4217,-26.8167
23,24,Manuel Cousin,GROUPE SÉTIN,0,2.58,4.78,2.49,27° 44'57'' N,23° 28'6'' O,735.0,1361.22,22865.8,42347.46,5.9,2020-11-16 08:00:00,27.7492,-23.4683
24,25,Kojiro Shiraishi,DMG MORI Global One,1,2.14,3.96,1.16,27° 47'0'' N,22° 16'23'' O,742.1,1374.37,22872.8,42360.43,5.9,2020-11-16 08:00:00,27.7833,-22.2731
25,26,Armel Tripon,L'OCCITANE EN PROVENCE,1,12.26,22.71,12.22,30° 2'1'' N,19° 19'37'' O,898.76,1664.5,23029.5,42650.63,5.2,2020-11-16 08:00:00,30.0336,-19.3269
26,27,Ari Huusela,STARK,0,9.25,17.13,9.24,30° 35'34'' N,21° 19'34'' O,915.31,1695.15,23046.1,42681.38,5.1,2020-11-16 08:00:00,30.5928,-21.3261
27,28,Miranda Merron,CAMPAGNE DE FRANCE,0,8.43,15.61,8.36,30° 39'19'' N,21° 35'1'' O,917.44,1699.1,23048.2,42685.27,5.1,2020-11-16 08:00:00,30.6553,-21.5836
28,29,Alexia Barrier,4MYPLANET,0,10.34,19.15,10.21,31° 7'54'' N,20° 42'27'' O,951.67,1762.49,23082.4,42748.6,5.0,2020-11-16 08:00:00,31.1317,-20.7075
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,11.09,20.54,9.14,32° 15'4'' N,20° 8'3'' O,1022.52,1893.71,23153.3,42879.91,4.7,2020-11-16 08:00:00,32.2511,-20.1342
30,31,Sebastien Destremau,MERCI,0,8.64,16.0,7.86,32° 19'56'' N,19° 53'12'' O,1029.35,1906.36,23160.1,42892.51,4.7,2020-11-16 08:00:00,32.3322,-19.8867
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,11.05,20.46,10.71,36° 7'51'' N,17° 49'15'' O,1272.59,2356.84,23403.3,43342.91,3.7,2020-11-16 08:00:00,36.1308,-17.8208
32,33,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,2114.52,3916.09,24245.3,44902.3,0.2,2020-11-16 08:00:00,46.5017,-1.7908
0,1,Alex Thomson,HUGO BOSS,1,20.17,37.35,19.68,16° 13'25'' N,29° 54'18'' O,0.0,0.0,22207.4,41128.1,8.6,2020-11-16 04:00:00,16.2236,-29.905
1,2,Jean Le Cam,Yes We Cam!,0,18.09,33.5,17.52,17° 44'30'' N,28° 32'23'' O,74.83,138.59,22282.3,41266.82,8.3,2020-11-16 04:00:00,17.7417,-28.5397
2,3,Thomas Ruyant,LinkedOut,1,21.48,39.78,20.18,18° 36'2'' N,29° 52'35'' O,139.52,258.39,22347.0,41386.64,8.0,2020-11-16 04:00:00,18.6006,-29.8764
3,4,Kevin Escoffier,PRB,1,19.1,35.37,18.87,19° 33'41'' N,27° 52'5'' O,176.43,326.75,22383.9,41454.98,7.9,2020-11-16 04:00:00,19.5614,-27.8681
4,5,Charlie Dalin,APIVIA,1,20.6,38.15,20.2,19° 23'48'' N,29° 38'34'' O,183.89,340.56,22391.3,41468.69,7.8,2020-11-16 04:00:00,19.3967,-29.6428
5,6,Benjamin Dutreux,OMIA - WATER FAMILY,0,16.41,30.39,15.48,20° 6'33'' N,28° 26'55'' O,214.08,396.48,22421.5,41524.62,7.7,2020-11-16 04:00:00,20.1092,-28.4486
6,7,Nicolas Troussel,CORUM L'EPARGNE,1,20.55,38.06,20.04,20° 33'11'' N,28° 53'55'' O,244.62,453.04,22452.1,41581.29,7.6,2020-11-16 04:00:00,20.5531,-28.8986
7,8,Louis Burton,BUREAU VALLEE 2,1,18.83,34.87,16.88,20° 42'2'' N,28° 29'29'' O,249.51,462.09,22457.0,41590.36,7.6,2020-11-16 04:00:00,20.7006,-28.4914
8,9,Damien Seguin,GROUPE APICIL,0,17.39,32.21,16.95,20° 57'8'' N,27° 50'46'' O,258.9,479.48,22466.3,41607.59,7.5,2020-11-16 04:00:00,20.9522,-27.8461
9,10,Yannick Bestaven,Maître CoQ IV,1,17.75,32.87,17.52,21° 4'31'' N,28° 26'56'' O,271.31,502.47,22478.8,41630.74,7.5,2020-11-16 04:00:00,21.0753,-28.4489
10,11,Samantha Davies,INITIATIVES-COEUR,1,17.2,31.85,16.57,20° 56'14'' N,29° 44'11'' O,275.74,510.67,22483.2,41638.89,7.5,2020-11-16 04:00:00,20.9372,-29.7364
11,12,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,17.73,32.84,16.9,21° 4'30'' N,29° 38'15'' O,282.83,523.8,22490.3,41652.04,7.4,2020-11-16 04:00:00,21.075,-29.6375
12,13,Sebastien Simon,ARKEA PAPREC,1,17.97,33.28,17.77,22° 59'24'' N,27° 44'1'' O,379.42,702.69,22586.9,41830.94,7.0,2020-11-16 04:00:00,22.99,-27.7336
13,14,Romain Attanasio,PURE - Best Western®,0,13.61,25.21,13.21,23° 7'52'' N,27° 36'19'' O,386.99,716.71,22594.4,41844.83,7.0,2020-11-16 04:00:00,23.1311,-27.6053
14,15,Maxime Sorel,V and B-MAYENNE,0,13.8,25.56,12.68,23° 11'23'' N,28° 52'30'' O,400.44,741.61,22607.9,41869.83,7.0,2020-11-16 04:00:00,23.1897,-28.875
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,13.32,24.67,12.39,24° 7'21'' N,29° 30'6'' O,461.49,854.68,22668.9,41982.8,6.7,2020-11-16 04:00:00,24.1225,-29.5017
16,17,Isabelle Joschke,MACSF,1,11.01,20.39,10.63,25° 9'51'' N,25° 49'38'' O,501.52,928.82,22709.0,42057.07,6.5,2020-11-16 04:00:00,25.1642,-25.8272
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,11.46,21.22,10.56,25° 13'27'' N,27° 48'27'' O,513.11,950.28,22720.6,42078.55,6.5,2020-11-16 04:00:00,25.2242,-27.8075
18,19,Alan Roura,LA FABRIQUE,1,10.45,19.35,9.78,25° 25'25'' N,28° 14'12'' O,527.84,977.56,22735.3,42105.78,6.4,2020-11-16 04:00:00,25.4236,-28.2367
19,20,Stephane Le Diraison,TIME FOR OCEANS,1,8.58,15.89,8.22,26° 26'15'' N,27° 28'23'' O,583.64,1080.9,22791.1,42209.12,6.2,2020-11-16 04:00:00,26.4375,-27.4731
20,21,Pip Hare,MEDALLIA,0,4.43,8.2,4.27,27° 10'38'' N,23° 26'35'' O,624.1,1155.83,22831.5,42283.94,6.0,2020-11-16 04:00:00,27.1772,-23.4431
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,4.44,8.22,4.35,27° 23'33'' N,23° 59'6'' O,635.59,1177.11,22843.0,42305.24,6.0,2020-11-16 04:00:00,27.3925,-23.985
22,23,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,6.68,12.37,6.62,27° 30'56'' N,26° 47'37'' O,645.17,1194.85,22852.6,42323.02,5.9,2020-11-16 04:00:00,27.5156,-26.7936
23,24,Manuel Cousin,GROUPE SÉTIN,0,7.48,13.85,7.38,27° 54'42'' N,23° 24'16'' O,668.24,1237.58,22875.7,42365.8,5.8,2020-11-16 04:00:00,27.9117,-23.4044
24,25,Kojiro Shiraishi,DMG MORI Global One,1,1.98,3.67,1.82,27° 52'20'' N,22° 23'57'' O,670.03,1240.9,22877.5,42369.13,5.8,2020-11-16 04:00:00,27.8722,-22.3992
25,26,Armel Tripon,L'OCCITANE EN PROVENCE,1,13.09,24.24,12.48,30° 49'4'' N,19° 3'43'' O,870.93,1612.96,23078.4,42741.2,5.0,2020-11-16 04:00:00,30.8178,-19.0619
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,10.06,18.63,9.41,31° 11'57'' N,21° 25'13'' O,874.15,1618.93,23081.6,42747.12,5.0,2020-11-16 04:00:00,31.1992,-21.4203
27,28,Ari Huusela,STARK,0,10.54,19.52,10.3,31° 12'24'' N,21° 15'58'' O,875.57,1621.56,23083.0,42749.72,5.0,2020-11-16 04:00:00,31.2067,-21.2661
28,29,Alexia Barrier,4MYPLANET,0,10.67,19.76,9.31,31° 49'13'' N,20° 43'11'' O,915.81,1696.08,23123.2,42824.17,4.8,2020-11-16 04:00:00,31.8203,-20.7197
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,6.9,12.78,4.3,32° 46'35'' N,19° 31'6'' O,982.1,1818.85,23189.5,42946.95,4.6,2020-11-16 04:00:00,32.7764,-19.5183
30,31,Sebastien Destremau,MERCI,0,13.15,24.35,12.87,32° 48'18'' N,19° 29'49'' O,983.98,1822.33,23191.4,42950.47,4.5,2020-11-16 04:00:00,32.805,-19.4969
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,9.03,16.72,8.99,36° 47'17'' N,17° 24'32'' O,1238.67,2294.02,23446.1,43422.18,3.5,2020-11-16 04:00:00,36.7881,-17.4089
32,33,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,2037.83,3774.06,24245.3,44902.3,0.2,2020-11-16 04:00:00,46.5017,-1.7908
0,1,Alex Thomson,HUGO BOSS,1,20.95,38.8,20.41,18° 34'28'' N,29° 50'49'' O,0.0,0.0,22345.1,41383.13,8.0,2020-11-15 21:00:00,18.5744,-29.8469
1,2,Jean Le Cam,Yes We Cam!,0,18.88,34.97,18.38,19° 50'33'' N,28° 20'20'' O,59.62,110.42,22404.7,41493.5,7.8,2020-11-15 21:00:00,19.8425,-28.3389
2,3,Thomas Ruyant,LinkedOut,1,21.88,40.52,21.4,20° 53'33'' N,29° 27'44'' O,132.62,245.61,22477.7,41628.7,7.5,2020-11-15 21:00:00,20.8925,-29.4622
3,4,Kevin Escoffier,PRB,1,17.68,32.74,17.56,21° 47'14'' N,27° 48'31'' O,170.66,316.06,22515.8,41699.26,7.3,2020-11-15 21:00:00,21.7872,-27.8086
4,5,Benjamin Dutreux,OMIA - WATER FAMILY,0,15.66,29.0,15.06,21° 59'21'' N,28° 4'4'' O,184.63,341.93,22529.7,41725.0,7.3,2020-11-15 21:00:00,21.9892,-28.0678
5,6,Charlie Dalin,APIVIA,1,19.23,35.61,19.18,21° 47'55'' N,29° 36'10'' O,187.53,347.31,22532.6,41730.38,7.3,2020-11-15 21:00:00,21.7986,-29.6028
6,7,Louis Burton,BUREAU VALLEE 2,1,16.53,30.61,15.86,22° 47'17'' N,27° 45'32'' O,229.91,425.79,22575.0,41808.9,7.1,2020-11-15 21:00:00,22.7881,-27.7589
7,8,Damien Seguin,GROUPE APICIL,0,14.49,26.84,14.27,22° 58'1'' N,27° 36'23'' O,239.56,443.67,22584.7,41826.86,7.0,2020-11-15 21:00:00,22.9669,-27.6064
8,9,Nicolas Troussel,CORUM L'EPARGNE,1,17.35,32.13,17.24,22° 56'41'' N,28° 44'34'' O,247.07,457.57,22592.2,41840.75,7.0,2020-11-15 21:00:00,22.9447,-28.7428
9,10,Samantha Davies,INITIATIVES-COEUR,1,16.01,29.65,15.25,22° 56'3'' N,29° 32'8'' O,253.94,470.3,22599.0,41853.35,7.0,2020-11-15 21:00:00,22.9342,-29.5356
10,11,Yannick Bestaven,Maître CoQ IV,1,13.62,25.22,12.78,23° 8'43'' N,28° 26'26'' O,256.32,474.7,22601.4,41857.79,7.0,2020-11-15 21:00:00,23.1453,-28.4406
11,12,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,16.47,30.5,15.53,23° 7'25'' N,29° 20'40'' O,263.27,487.58,22608.4,41870.76,6.9,2020-11-15 21:00:00,23.1236,-29.3444
12,13,Romain Attanasio,PURE - Best Western®,0,12.84,23.78,12.84,24° 42'4'' N,27° 21'10'' O,341.59,632.62,22686.7,42015.77,6.6,2020-11-15 21:00:00,24.7011,-27.3528
13,14,Maxime Sorel,V and B-MAYENNE,0,11.34,21.0,10.93,24° 44'53'' N,28° 26'5'' O,351.46,650.9,22696.6,42034.1,6.6,2020-11-15 21:00:00,24.7481,-28.4347
14,15,Sebastien Simon,ARKEA PAPREC,1,12.64,23.41,12.5,25° 4'60'' N,27° 38'26'' O,366.04,677.91,22711.1,42060.96,6.5,2020-11-15 21:00:00,25.0833,-27.6406
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,12.87,23.84,12.68,25° 38'29'' N,29° 8'33'' O,410.37,760.01,22755.5,42143.19,6.3,2020-11-15 21:00:00,25.6414,-29.1425
16,17,Isabelle Joschke,MACSF,1,6.7,12.41,6.42,26° 24'31'' N,25° 28'31'' O,438.06,811.29,22783.2,42194.49,6.2,2020-11-15 21:00:00,26.4086,-25.4753
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,9.28,17.19,9.25,26° 29'50'' N,27° 21'17'' O,448.96,831.47,22794.1,42214.67,6.2,2020-11-15 21:00:00,26.4972,-27.3547
18,19,Alan Roura,LA FABRIQUE,1,6.25,11.58,6.25,26° 36'17'' N,27° 54'10'' O,458.38,848.92,22803.5,42232.08,6.1,2020-11-15 21:00:00,26.6047,-27.9028
